,label,count
639,64896,23
640,127618,23
641,74128,23
642,229493,23
643,73909,23
644,68332,23
645,17680,23
646,21385,23
647,71304,23
648,140654,23
649,105699,23
650,138928,23
651,89021,23
652,76263,23
653,63798,23
654,34930,23
655,133506,23
656,33064,23
657,69959,23
658,86823,23
659,22722,23
660,106537,23
661,97628,23
662,51402,23
663,68236,23
664,4249,23
665,57066,23
666,160715,23
667,2547,23
668,25599,23
669,32714,23
670,156660,23
671,219400,23
672,76335,23
673,15174,23
674,382,23
675,85486,23
676,39425,23
677,105762,23
678,58403,23
679,134508,23
680,147873,23
681,135540,23
682,65407,23
683,200451,23
684,143247,23
685,11944,23
686,46327,23
687,48076,23
688,78757,23
689,31604,23
690,253385,23
691,90376,23
692,91159,23
693,41590,23
694,10957,23
695,183288,23
696,148980,23
697,123374,23
698,65111,23
699,9755,23
700,98316,23
701,3056,23
702,50032,23
703,16672,23
704,100164,23
705,177322,23
706,108448,23
707,80112,23
708,160473,23
709,7559,23
710,5269,23
711,21753,23
712,191282,23
713,48513,23
714,119624,23
715,60759,23
716,12554,23
717,11567,22
718,54704,22
719,26152,22
720,91527,22
721,20443,22
722,225931,22
723,205475,22
724,23661,22
725,91031,22
726,51079,22
727,74358,22
728,5059,22
729,2939,22
730,45259,22
731,40681,22
732,166816,22
733,10060,22
734,160413,22
735,15506,22
736,25402,22
737,74050,22
738,31448,22
739,90585,22
740,88255,22
741,2419,22
742,199321,22
743,181930,22
744,76227,22
745,85085,22
746,35298,22
747,90863,22
748,38393,22
749,107557,22
750,101369,22
751,130133,22
752,64205,22
753,21795,22
754,157506,22
755,20817,22
756,92287,22
757,73036,22
758,72190,22
759,76625,22
760,144144,22
761,28596,22
762,124355,22
763,63780,22
764,123204,22
765,86895,22
766,95636,22
767,54560,22
768,261582,22
769,17599,22
770,240080,22
771,28195,22
772,34143,22
773,81353,22
774,23060,22
775,148175,22
776,12895,22
777,94972,22
778,130474,22
779,147580,22
780,176,22
781,158436,22
782,15479,22
783,66020,22
784,26158,22
785,19884,22
786,134607,22
787,74469,22
788,152245,22
789,67249,22
790,51841,22
791,171795,22
792,121110,22
793,52721,22
794,167464,22
795,690,22
796,105290,22
797,28213,22
798,74065,22
799,30366,22
800,15805,22
801,80740,22
802,9333,22
803,141141,22
804,199536,22
805,42227,22
806,84155,22
807,108026,22
808,111343,21
809,39407,21
810,119265,21
811,62943,21
812,70596,21
813,131649,21
814,39984,21
815,60715,21
816,70551,21
817,101232,21
818,116780,21
819,199512,21
820,121508,21
821,25940,21
822,87478,21
823,175411,21
824,111262,21
825,91632,21
826,151136,21
827,40585,21
828,103672,21
829,6393,21
830,55637,21
831,35866,21
832,45376,21
833,88315,21
834,114537,21
835,134785,21
836,69992,21
837,89051,21
838,13609,21
839,60888,21
840,200427,21
841,17623,21
842,85390,21
843,54390,21
844,114330,21
845,261415,21
846,79556,21
847,16089,21
848,66319,21
849,72495,21
850,167581,21
851,59163,21
852,88701,21
853,738,21
854,59055,21
855,124738,21
856,92143,21
857,18969,21
858,54937,21
859,51073,21
860,141632,21
861,98854,21
862,7808,21
863,6166,21
864,75255,21
865,89924,21
866,3421,21
867,47179,21
868,189658,21
869,101644,21
870,189000,21
871,7763,21
872,123042,21
873,132992,21
874,181290,21
875,23359,21
876,68963,21
877,166430,21
878,25007,21
879,108786,21
880,26598,21
881,48531,21
882,49395,21
883,137424,21
884,65906,21
885,94353,21
886,77504,21
887,59674,21
888,29538,21
889,24077,21
890,48836,21
891,79224,21
892,207467,21
893,67904,21
894,134406,21
895,16229,21
896,46019,21
897,49790,21
898,6345,21
899,47392,21
900,111325,21
901,110395,21
902,99485,21
903,100406,21
904,32678,21
905,52147,21
906,120159,21
907,133082,21
908,156552,21
909,1797,21
910,91237,21
911,25811,21
912,50451,21
913,117946,21
914,49841,21
915,150873,21
916,158185,21
917,68610,21
918,125970,21
919,71989,21
920,188100,21
921,28569,21
922,114016,21
923,83387,20
924,97697,20
925,39909,20
926,129125,20
927,9342,20
928,89897,20
929,227295,20
930,77331,20
931,219570,20
932,33925,20
933,46219,20
934,1632,20
935,176652,20
936,58932,20
937,36180,20
938,50645,20
939,208179,20
940,124418,20
941,45660,20
942,91455,20
943,61337,20
944,89425,20
945,156848,20
946,84774,20
947,18900,20
948,7413,20
949,29484,20
950,24756,20
951,32893,20
952,152775,20
953,83204,20
954,161295,20
955,154937,20
956,86778,20
957,132259,20
958,58358,20
959,48872,20
960,6644,20
961,2275,20
962,73637,20
963,7957,20
964,46737,20
965,150831,20
966,239912,20
967,196964,20
968,132068,20
969,72399,20
970,57490,20
971,108274,20
972,17554,20
973,119994,20
974,84921,20
975,43139,20
976,90331,20
977,7458,20
978,76631,20
979,74792,20
980,137720,20
981,237786,20
982,116289,20
983,84852,20
984,43516,20
985,111747,20
986,54004,20
987,233584,20
988,81027,20
989,199958,20
990,246351,20
991,117126,20
992,100765,20
993,28814,20
994,148029,20
995,139730,20
996,84179,20
997,65915,20
998,74409,20
999,104695,20
1000,12476,20
1001,2266,20
1002,9022,20
1003,203313,20
1004,52939,20
1005,209073,20
1006,67838,20
1007,207329,20
1008,137379,20
1009,136823,20
1010,17767,20
1011,125237,20
1012,49258,20
1013,97332,20
1014,34903,20
1015,2640,20
1016,26577,20
1017,75246,20
1018,130500,20
1019,45238,20
1020,26514,20
1021,78081,20
1022,140331,20
1023,11612,20
1024,124068,20
1025,93037,20
1026,164495,20
1027,75716,20
1028,95732,20
1029,20488,20
1030,122773,20
1031,85498,20
1032,91327,20
1033,1097,20
1034,53169,20
1035,75061,20
1036,52461,20
1037,83324,20
1038,46010,20
1039,63825,20
1040,95890,20
1041,35874,20
1042,67357,20
1043,49174,20
1044,91617,20
1045,55242,20
1046,176840,20
1047,16161,20
1048,140585,20
1049,64474,20
1050,84194,20
1051,125805,20
1052,131978,20
1053,158477,20
1054,147329,20
1055,66995,20
1056,245795,20
1057,34616,20
1058,3310,20
1059,83037,20
1060,91336,20
1061,192194,20
1062,97589,20
1063,40316,20
1064,58262,20
1065,183318,20
1066,56250,20
1067,100173,20
1068,5442,20
1069,28204,20
1070,61947,20
1071,106142,20
1072,81664,20
1073,49817,20
1074,23813,20
1075,142269,20
1076,107880,20
1077,54040,20
1078,201573,20
1079,98501,20
1080,112437,20
1081,134858,20
1082,57512,20
1083,56788,20
1084,74433,20
1085,12575,20
1086,172163,20
1087,96763,19
1088,213855,19
1089,205395,19
1090,14438,19
1091,84137,19
1092,108807,19
1093,205233,19
1094,216992,19
1095,174648,19
1096,48160,19
1097,163466,19
1098,10287,19
1099,65455,19
1100,80085,19
1101,39012,19
1102,64232,19
1103,53645,19
1104,57524,19
1105,71675,19
1106,61423,19
1107,106597,19
1108,91874,19
1109,39712,19
1110,39957,19
1111,67767,19
1112,49844,19
1113,66295,19
1114,66663,19
1115,59118,19
1116,22758,19
1117,130803,19
1118,45328,19
1119,18086,19
1120,131586,19
1121,80121,19
1122,82059,19
1123,32947,19
1124,57440,19
1125,175889,19
1126,137232,19
1127,14441,19
1128,24451,19
1129,94921,19
1130,154596,19
1131,241919,19
1132,37669,19
1133,150550,19
1134,68574,19
1135,113155,19
1136,38151,19
1137,84320,19
1138,12925,19
1139,68906,19
1140,22426,19
1141,207261,19
1142,100442,19
1143,36491,19
1144,83064,19
1145,107138,19
1146,23117,19
1147,130417,19
1148,23796,19
1149,85426,19
1150,43094,19
1151,149799,19
1152,23604,19
1153,142242,19
1154,123912,19
1155,123036,19
1156,28838,19
1157,65237,19
1158,19283,19
1159,183524,19
1160,114486,19
1161,50624,19
1162,41192,19
1163,39852,19
1164,39739,19
1165,21738,19
1166,103594,19
1167,20138,19
1168,22181,19
1169,78829,19
1170,29735,19
1171,143794,19
1172,71526,19
1173,37747,19
1174,197478,19
1175,150196,19
1176,155945,19
1177,217399,19
1178,47383,19
1179,1815,19
1180,71454,19
1181,69262,19
1182,15936,19
1183,106857,19
1184,74262,19
1185,62093,19
1186,29116,19
1187,27645,19
1188,73733,19
1189,147586,19
1190,40268,19
1191,103663,19
1192,48980,19
1193,78910,19
1194,175097,19
1195,88160,19
1196,59040,19
1197,179505,19
1198,105637,19
1199,41168,19
1200,9976,19
1201,58101,19
1202,3441,19
1203,126622,19
1204,147909,19
1205,168909,19
1206,63831,19
1207,137200,19
1208,24056,19
1209,137624,19
1210,13053,19
1211,198854,19
1212,24783,19
1213,115748,19
1214,169755,19
1215,7739,19
1216,51752,19
1217,96656,19
1218,123150,19
1219,212904,19
1220,91180,19
1221,7180,19
1222,76200,19
1223,13290,19
1224,43426,19
1225,39730,19
1226,4431,19
1227,60401,19
1228,10132,19
1229,157443,19
1230,219346,19
1231,73718,19
1232,69184,19
1233,4844,19
1234,149584,19
1235,93749,19
1236,37741,19
1237,174283,19
1238,30447,19
1239,143088,19
1240,142933,19
1241,156414,19
1242,84188,19
1243,185136,19
1244,19160,19
1245,6525,19
1246,70180,19
1247,23945,19
1248,121,19
1249,223186,19
1250,38028,19
1251,115569,19
1252,45385,19
1253,81996,19
1254,86012,19
1255,87304,19
1256,189993,19
1257,18493,19
1258,198833,19
1259,242837,19
1260,81918,19
1261,28273,19
1262,837,19
1263,3923,19
1264,22713,19
1265,48812,19
1266,231775,19
1267,65443,19
1268,118377,19
1269,132071,19
1270,230659,19
1271,35839,19
1272,233037,19
1273,45714,19
1274,41132,19
1275,83665,18
1276,74711,18
1277,39849,18
1278,88997,18
1279,72244,18
1280,25671,18
1281,71064,18
1282,112061,18
1283,85782,18
1284,75359,18
1285,136150,18
1286,132346,18
1287,40304,18
1288,92992,18
1289,118780,18
1290,55622,18
1291,82741,18
1292,207993,18
1293,105969,18
1294,51327,18
1295,61675,18
1296,10912,18
1297,81789,18
1298,132705,18
1299,22746,18
1300,187600,18
1301,110978,18
1302,51022,18
1303,49213,18
1304,157934,18
1305,55418,18
1306,125862,18
1307,53654,18
1308,105544,18
1309,127845,18
1310,107586,18
1311,4592,18
1312,208526,18
1313,14782,18
1314,46073,18
1315,47215,18
1316,143498,18
1317,11310,18
1318,136736,18
1319,173144,18
1320,46028,18
1321,101599,18
1322,54662,18
1323,149566,18
1324,91040,18
1325,33865,18
1326,170342,18
1327,149871,18
1328,46300,18
1329,192687,18
1330,47697,18
1331,174696,18
1332,152192,18
1333,254620,18
1334,95454,18
1335,51632,18
1336,83333,18
1337,41,18
1338,96001,18
1339,196414,18
1340,88644,18
1341,29164,18
1342,103654,18
1343,54754,18
1344,88988,18
1345,124406,18
1346,63182,18
1347,19992,18
1348,129947,18
1349,82328,18
1350,76981,18
1351,48420,18
1352,57180,18
1353,184975,18
1354,43202,18
1355,60203,18
1356,146306,18
1357,140896,18
1358,170811,18
1359,30779,18
1360,65401,18
1361,78928,18
1362,120476,18
1363,95540,18
1364,59121,18
1365,135262,18
1366,183952,18
1367,91240,18
1368,120665,18
1369,64914,18
1370,160778,18
1371,170997,18
1372,25988,18
1373,46764,18
1374,79119,18
1375,116986,18
1376,64617,18
1377,49924,18
1378,59372,18
1379,103116,18
1380,150750,18
1381,189407,18
1382,117671,18
1383,45077,18
1384,163499,18
1385,120180,18
1386,8397,18
1387,129442,18
1388,204994,18
1389,136572,18
1390,115461,18
1391,54025,18
1392,108077,18
1393,33309,18
1394,55951,18
1395,16080,18
1396,9468,18
1397,30174,18
1398,160078,18
1399,183082,18
1400,83898,18
1401,51420,18
1402,105711,18
1403,24235,18
1404,153699,18
1405,177399,18
1406,121221,18
1407,109037,18
1408,90890,18
1409,151860,18
1410,64746,18
1411,35890,18
1412,155386,18
1413,76433,18
1414,5861,18
1415,99470,18
1416,1082,18
1417,28951,18
1418,21708,18
1419,121194,18
1420,208134,18
1421,17635,18
1422,60769,18
1423,46040,18
1424,93866,18
1425,2401,18
1426,33282,18
1427,67677,18
1428,66388,18
1429,1519,18
1430,33889,18
1431,38429,18
1432,251259,18
1433,33291,18
1434,20844,18
1435,97383,18
1436,98576,18
1437,172414,18
1438,154982,18
1439,80372,18
1440,162709,18
1441,75575,18
1442,80830,18
1443,125243,18
1444,22088,18
1445,7712,18
1446,165195,18
1447,109145,18
1448,78527,18
1449,104991,18
1450,157515,18
1451,152371,18
1452,215533,18
1453,117291,18
1454,124343,18
1455,3962,18
1456,117659,18
1457,104620,18
1458,54258,18
1459,109557,18
1460,182887,18
1461,2138,18
1462,50433,18
1463,75656,18
1464,188348,18
1465,79496,18
1466,128045,18
1467,2048,18
1468,197365,18
1469,89807,18
1470,162931,18
1471,35776,18
1472,77576,18
1473,111214,18
1474,112162,18
1475,13257,18
1476,103498,18
1477,59423,18
1478,166412,18
1479,1806,17
1480,193283,17
1481,50687,17
1482,122800,17
1483,86886,17
1484,119220,17
1485,70120,17
1486,133883,17
1487,42305,17
1488,42514,17
1489,48510,17
1490,110150,17
1491,202183,17
1492,564,17
1493,171921,17
1494,3125,17
1495,70647,17
1496,147912,17
1497,38043,17
1498,59339,17
1499,80453,17
1500,103899,17
1501,260685,17
1502,30375,17
1503,72432,17
1504,78760,17
1505,80381,17
1506,99880,17
1507,238309,17
1508,10314,17
1509,24074,17
1510,87113,17
1511,96823,17
1512,439,17
1513,17321,17
1514,46405,17
1515,71445,17
1516,77836,17
1517,97227,17
1518,8768,17
1519,87594,17
1520,235244,17
1521,41659,17
1522,111444,17
1523,63326,17
1524,38312,17
1525,126891,17
1526,36021,17
1527,75321,17
1528,13379,17
1529,152359,17
1530,39939,17
1531,106956,17
1532,57915,17
1533,34807,17
1534,74095,17
1535,179233,17
1536,20961,17
1537,107485,17
1538,45271,17
1539,120252,17
1540,150595,17
1541,48893,17
1542,23000,17
1543,71370,17
1544,233551,17
1545,91509,17
1546,137828,17
1547,123440,17
1548,3857,17
1549,62222,17
1550,123787,17
1551,179729,17
1552,182062,17
1553,58008,17
1554,127205,17
1555,178856,17
1556,208753,17
1557,158170,17
1558,18200,17
1559,111878,17
1560,42753,17
1561,86428,17
1562,212043,17
1563,16017,17
1564,90121,17
1565,127926,17
1566,44284,17
1567,225743,17
1568,154668,17
1569,66457,17
1570,20560,17
1571,70162,17
1572,168852,17
1573,256178,17
1574,42424,17
1575,82307,17
1576,98235,17
1577,113122,17
1578,174460,17
1579,41739,17
1580,150418,17
1581,72698,17
1582,200544,17
1583,119842,17
1584,1790,17
1585,199075,17
1586,85764,17
1587,69023,17
1588,31263,17
1589,18718,17
1590,92942,17
1591,201632,17
1592,11519,17
1593,136078,17
1594,40253,17
1595,226346,17
1596,158104,17
1597,147678,17
1598,119896,17
1599,4093,17
1600,1734,17
1601,110505,17
1602,58525,17
1603,167258,17
1604,100385,17
1605,79053,17
1606,179846,17
1607,168604,17
1608,59910,17
1609,250029,17
1610,47786,17
1611,86464,17
1612,262070,17
1613,12204,17
1614,150008,17
1615,32313,17
1616,42466,17
1617,19591,17
1618,133055,17
1619,216807,17
1620,256005,17
1621,49850,17
1622,28440,17
1623,14582,17
1624,85213,17
1625,21427,17
1626,64172,17
1627,92478,17
1628,138665,17
1629,55556,17
1630,26508,17
1631,54892,17
1632,76362,17
1633,200490,17
1634,94810,17
1635,259312,17
1636,226631,17
1637,117085,17
1638,59773,17
1639,51124,17
1640,117309,17
1641,26532,17
1642,35459,17
1643,32732,17
1644,92852,17
1645,144670,17
1646,167399,17
1647,2389,17
1648,10975,17
1649,145104,17
1650,79379,17
1651,4704,17
1652,182032,17
1653,205682,17
1654,77722,17
1655,53304,17
1656,261223,17
1657,145430,17
1658,213119,17
1659,258852,17
1660,5646,17
1661,88826,17
1662,20730,17
1663,18577,17
1664,112111,17
1665,77357,17
1666,41327,17
1667,212647,17
1668,127459,17
1669,131730,17
1670,177537,17
1671,83916,17
1672,46623,17
1673,118804,17
1674,8645,17
1675,57225,17
1676,140483,17
1677,217381,17
1678,51851,17
1679,43444,17
1680,1719,17
1681,116738,17
1682,109049,17
1683,25958,17
1684,23936,17
1685,158744,17
1686,125895,17
1687,106420,17
1688,139102,17
1689,161711,17
1690,240726,17
1691,13493,17
1692,40959,17
1693,15131,17
1694,10679,17
1695,116816,17
1696,226493,17
1697,39416,17
1698,180803,17
1699,13245,17
1700,113185,17
1701,96136,17
1702,29304,17
1703,64259,17
1704,106106,17
1705,231248,17
1706,102488,17
1707,87370,17
1708,91661,17
1709,212470,17
1710,47765,17
1711,247912,17
1712,137155,17
1713,187729,17
1714,31655,17
1715,75665,17
1716,145187,17
1717,246638,17
1718,237765,17
1719,55601,17
1720,106369,17
1721,235531,17
1722,7189,17
1723,98612,17
1724,19528,17
1725,91266,17
1726,120297,17
1727,126335,17
1728,81072,17
1729,82965,17
1730,78987,17
1731,112252,17
1732,176481,17
1733,62548,17
1734,74247,17
1735,52344,17
1736,56369,17
1737,173108,17
1738,94165,17
1739,106169,17
1740,73876,17
1741,110200,17
1742,141850,17
1743,196608,17
1744,36150,17
1745,101647,17
1746,48848,17
1747,96369,17
1748,34879,17
1749,110272,17
1750,1142,17
1751,39670,17
1752,66537,17
1753,59970,17
1754,16669,17
1755,130211,17
1756,30121,17
1757,141912,17
1758,49823,17
1759,155045,17
1760,70539,17
1761,237236,17
1762,222408,17
1763,202957,17
1764,77540,16
1765,102993,16
1766,104919,16
1767,152541,16
1768,63586,16
1769,127313,16
1770,142511,16
1771,187406,16
1772,38770,16
1773,59049,16
1774,65865,16
1775,720,16
1776,69322,16
1777,109381,16
1778,20629,16
1779,99667,16
1780,73428,16
1781,109468,16
1782,64886,16
1783,199721,16
1784,23858,16
1785,4482,16
1786,113535,16
1787,69947,16
1788,35309,16
1789,65488,16
1790,31948,16
1791,82310,16
1792,74953,16
1793,88055,16
1794,145427,16
1795,137837,16
1796,142601,16
1797,44502,16
1798,63786,16
1799,73389,16
1800,36613,16
1801,150137,16
1802,78470,16
1803,63358,16
1804,61944,16
1805,4614,16
1806,108358,16
1807,145669,16
1808,149204,16
1809,52365,16
1810,24570,16
1811,29442,16
1812,93857,16
1813,216902,16
1814,161415,16
1815,66771,16
1816,195872,16
1817,222540,16
1818,119,16
1819,80758,16
1820,4928,16
1821,21340,16
1822,185522,16
1823,201118,16
1824,31308,16
1825,115542,16
1826,55475,16
1827,8454,16
1828,46282,16
1829,172746,16
1830,104569,16
1831,190929,16
1832,44799,16
1833,133656,16
1834,82597,16
1835,230019,16
1836,84846,16
1837,96527,16
1838,104730,16
1839,45122,16
1840,261247,16
1841,138016,16
1842,90582,16
1843,74824,16
1844,141449,16
1845,86841,16
1846,55272,16
1847,1124,16
1848,66816,16
1849,98597,16
1850,19492,16
1851,13514,16
1852,63867,16
1853,80716,16
1854,27163,16
1855,85298,16
1856,24899,16
1857,187119,16
1858,37397,16
1859,124008,16
1860,68565,16
1861,55597,16
1862,2066,16
1863,4599,16
1864,129188,16
1865,121616,16
1866,181801,16
1867,45462,16
1868,223760,16
1869,126039,16
1870,136222,16
1871,168448,16
1872,122500,16
1873,29161,16
1874,195203,16
1875,109390,16
